,year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver
408,2019,9,30,Monday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch
409,2019,9,30,Monday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch
410,2019,10,1,Tuesday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch
411,2019,10,1,Tuesday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch
412,2019,10,2,Wednesday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch
413,2019,10,2,Wednesday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch
414,2019,10,3,Thursday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch
415,2019,10,3,Thursday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch
416,2019,10,4,Friday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch
417,2019,10,4,Friday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch
418,2019,10,5,Saturday,6,NA,NA,NA,amoxicilin,5,ml,jsmkch
419,2019,10,5,Saturday,18,NA,NA,NA,amoxicilin,5,ml,jsmkch
420,2019,10,21,Monday,7,26,NA,NA,wet,,,kc
421,2019,10,21,Monday,9,15,NA,NA,wet,,,vona
422,2019,10,21,Monday,11,10,NA,NA,wet,,,vona
423,2019,10,21,Monday,13,33,NA,NA,wet,,,vona
424,2019,10,21,Monday,13,42,NA,NA,bowel,,,vona
425,2019,10,21,Monday,8,NA,NA,NA,caregiver_change,,,kc_vona
426,2019,10,21,Monday,8,1,NA,NA,bottle,2,oz,vona
427,2019,10,21,Monday,9,0,NA,NA,bottle,2.5,oz,vona
428,2019,10,21,Monday,11,45,NA,NA,bottle,2,oz,vona
429,2019,10,21,Monday,14,15,NA,NA,bottle,2.5,oz,vona
430,2019,10,21,Monday,9,27,10,0,nap,,,vona
431,2019,10,21,Monday,13,0,13,30,nap,,,vona
432,2019,10,21,Monday,NA,NA,NA,NA,skill_pullup,,,vona_kch
433,2019,10,22,Tuesday,7,0,NA,NA,dry,,,ap
434,2019,10,22,Tuesday,8,5,NA,NA,wet,,,ap
435,2019,10,22,Tuesday,10,35,NA,NA,wet,,,ap
436,2019,10,22,Tuesday,12,0,NA,NA,bowel,,,jd
437,2019,10,22,Tuesday,13,30,NA,NA,wet,,,ap
438,2019,10,22,Tuesday,14,45,NA,NA,wet,,,ap
439,2019,10,22,Tuesday,8,0,NA,NA,bottle,2,oz,ap
440,2019,10,22,Tuesday,10,40,NA,NA,bottle,3,oz,ap
441,2019,10,22,Tuesday,13,0,NA,NA,bottle,2,oz,ap
442,2019,10,22,Tuesday,9,17,10,30,nap,,,ap
443,2019,10,22,Tuesday,13,10,13,25,nap,,,ap
444,2019,10,22,Tuesday,19,0,NA,NA,intro_sleeping_nursery,,,jsmkch
445,2019,10,4,Friday,NA,NA,NA,NA,trait_tooth_incisor_lower_right,,,jsmkch
446,2019,10,23,Wednesday,NA,NA,NA,NA,trait_tooth_incisor_lower_left,,,jsmkch
447,2019,10,23,Wednesday,7,35,NA,NA,dry,,,kc
448,2019,10,23,Wednesday,9,0,NA,NA,wet,,,ap
449,2019,10,23,Wednesday,10,45,NA,NA,wet,,,ap
450,2019,10,23,Wednesday,13,0,NA,NA,wet,,,ap
451,2019,10,23,Wednesday,14,50,NA,NA,wet,,,ap
452,2019,10,23,Wednesday,8,0,NA,NA,bottle,2,oz,ap
453,2019,10,23,Wednesday,8,45,NA,NA,bottle,1,oz,ap
454,2019,10,23,Wednesday,10,15,NA,NA,bottle,2,oz,ap
455,2019,10,23,Wednesday,11,10,NA,NA,bottle,3,oz,ap
456,2019,10,23,Wednesday,13,45,NA,NA,bottle,2.5,oz,ap
457,2019,10,23,Wednesday,9,0,9,45,nap,,,ap
458,2019,10,23,Wednesday,11,32,12,55,nap,,,ap
459,2019,10,24,Thursday,7,30,NA,NA,dry,,,ap
460,2019,10,24,Thursday,8,15,NA,NA,bowel,,,ap
461,2019,10,24,Thursday,10,15,NA,NA,wet,,,ap
462,2019,10,24,Thursday,12,40,NA,NA,wet,,,ap
463,2019,10,24,Thursday,14,40,NA,NA,wet,,,ap
464,2019,10,24,Thursday,8,5,NA,NA,bottle,1.5,oz,ap
465,2019,10,24,Thursday,10,15,NA,NA,bottle,3,oz,ap
466,2019,10,24,Thursday,13,10,NA,NA,bottle,2,oz,ap
467,2019,10,24,Thursday,13,45,NA,NA,bottle,3,oz,ap
468,2019,10,24,Thursday,14,30,NA,NA,bottle,2.5,oz,ap
469,2019,10,24,Thursday,15,50,NA,NA,bottle,2.5,oz,ap
470,2019,10,24,Thursday,8,45,9,15,nap,,,ap
471,2019,10,24,Thursday,11,10,12,40,nap,,,ap
472,2019,10,25,Friday,7,15,NA,NA,dry,,,kc
473,2019,10,25,Friday,8,15,NA,NA,wet,,,ap
474,2019,10,25,Friday,10,10,NA,NA,wet,,,vona
475,2019,10,25,Friday,12,17,NA,NA,wet,,,vona
476,2019,10,25,Friday,14,15,NA,NA,wet,,,vona
477,2019,10,25,Friday,16,30,NA,NA,wet,,,vona
478,2019,10,25,Friday,8,0,NA,NA,bottle,1.5,oz,ap
479,2019,10,25,Friday,9,15,NA,NA,bottle,3,oz,vona
480,2019,10,25,Friday,11,0,NA,NA,bottle,3,oz,vona
481,2019,10,25,Friday,12,45,NA,NA,bottle,3,oz,vona
482,2019,10,25,Friday,14,15,NA,NA,bottle,2,oz,vona
483,2019,10,25,Friday,15,0,NA,NA,bottle,2,oz,vona
484,2019,10,25,Friday,11,40,12,14,nap,,,vona
485,2019,10,25,Friday,15,10,NA,NA,nap,,,vona
486,2019,10,25,Friday,8,30,NA,NA,caregiver_change,,,ap_vona
487,2019,10,28,Monday,7,5,NA,NA,dry,,,ap
488,2019,10,28,Monday,7,50,NA,NA,wet,,,ap
489,2019,10,28,Monday,9,25,NA,NA,wet,,,vona
490,2019,10,28,Monday,11,45,NA,NA,wet,,,vona
491,2019,10,28,Monday,13,48,NA,NA,wet,,,vona
492,2019,10,28,Monday,15,5,NA,NA,wet,,,vona
493,2019,10,28,Monday,8,45,NA,NA,bottle,2,oz,vona
494,2019,10,28,Monday,9,25,NA,NA,bottle,2,oz,vona
495,2019,10,28,Monday,10,45,NA,NA,bottle,2,oz,vona
496,2019,10,28,Monday,11,45,NA,NA,bottle,2,oz,vona
497,2019,10,28,Monday,13,25,NA,NA,bottle,2,oz,vona
498,2019,10,28,Monday,15,0,NA,NA,bottle,2,oz,vona
499,2019,10,28,Monday,10,53,11,45,nap,,,vona
500,2019,10,28,Monday,12,19,12,30,nap,,,vona
501,2019,10,29,Tuesday,7,45,NA,NA,wet,,,ap
502,2019,10,29,Tuesday,9,45,NA,NA,wet,,,ap
503,2019,10,29,Tuesday,11,30,NA,NA,wet,,,jd
504,2019,10,29,Tuesday,14,10,NA,NA,wet,,,ap
505,2019,10,29,Tuesday,15,15,NA,NA,wet,,,ap
506,2019,10,29,Tuesday,8,0,NA,NA,bottle,2,oz,ap
507,2019,10,29,Tuesday,8,50,NA,NA,bottle,2,oz,ap
508,2019,10,29,Tuesday,10,20,NA,NA,bottle,3,oz,ap
509,2019,10,29,Tuesday,12,5,NA,NA,bottle,3,oz,ap
510,2019,10,29,Tuesday,13,20,NA,NA,bottle,3,oz,ap
511,2019,10,29,Tuesday,14,55,NA,NA,bottle,2.5,oz,ap
512,2019,10,29,Tuesday,10,29,11,30,nap,,,ap
513,2019,10,29,Tuesday,13,29,14,5,nap,,,ap
514,2019,10,29,Tuesday,10,15,NA,NA,solids,3,pepper,ap
515,2019,10,29,Tuesday,14,30,NA,NA,solids,1,pepper_cheese,ap
516,2019,10,30,Wednesday,7,5,NA,NA,dry,,,ap
517,2019,10,30,Wednesday,7,50,NA,NA,wet,,,ap
518,2019,10,30,Wednesday,10,0,NA,NA,wet,,,ap
519,2019,10,30,Wednesday,12,20,NA,NA,wet,,,ap
520,2019,10,30,Wednesday,13,50,NA,NA,wet,,,ap
521,2019,10,30,Wednesday,15,13,NA,NA,wet,,,kc
522,2019,10,30,Wednesday,8,20,NA,NA,bottle,1.5,oz,ap
523,2019,10,30,Wednesday,8,45,NA,NA,bottle,2.5,oz,ap
524,2019,10,30,Wednesday,10,30,NA,NA,bottle,3,oz,ap
525,2019,10,30,Wednesday,11,45,NA,NA,bottle,2,oz,ap
526,2019,10,30,Wednesday,12,45,NA,NA,bottle,3,oz,ap
527,2019,10,30,Wednesday,13,45,NA,NA,bottle,1.5,oz,ap
528,2019,10,30,Wednesday,14,15,NA,NA,bottle,3,oz,ap
529,2019,10,30,Wednesday,10,15,NA,NA,solids,3,pepper_cheese,ap
530,2019,10,30,Wednesday,13,0,NA,NA,solids,0,pepper_sweetpotato,ap
531,2019,10,30,Wednesday,9,7,9,45,nap,,,ap
532,2019,10,30,Wednesday,11,40,12,0,nap,,,ap
533,2019,10,31,Thursday,7,10,NA,NA,wet,,,ap
534,2019,10,31,Thursday,9,0,NA,NA,wet,,,ap
535,2019,10,31,Thursday,11,0,NA,NA,wet,,,ap
536,2019,10,31,Thursday,13,10,NA,NA,wet,,,ap
537,2019,10,31,Thursday,14,50,NA,NA,wet,,,ap
538,2019,10,31,Thursday,9,20,NA,NA,bottle,2.5,oz,ap
539,2019,10,31,Thursday,10,0,NA,NA,bottle,2.5,oz,ap
540,2019,10,31,Thursday,11,55,NA,NA,bottle,3,oz,ap
541,2019,10,31,Thursday,13,45,NA,NA,bottle,2.5,oz,ap
542,2019,10,31,Thursday,10,40,NA,NA,solids,3,squash_cheese,ap
543,2019,10,31,Thursday,14,10,NA,NA,solids,2,pepper_cheese,ap
544,2019,10,31,Thursday,12,5,13,5,nap,,,ap
545,2019,11,1,Friday,8,10,NA,NA,wet,,,ap
546,2019,11,1,Friday,10,15,NA,NA,wet,,,vona
547,2019,11,1,Friday,12,1,NA,NA,wet,,,vona
548,2019,11,1,Friday,14,0,NA,NA,wet,,,vona
549,2019,11,1,Friday,15,10,NA,NA,bowel,,,vona
550,2019,11,1,Friday,8,15,NA,NA,bottle,2.5,oz,ap
551,2019,11,1,Friday,9,30,NA,NA,bottle,2.5,oz,vona
552,2019,11,1,Friday,12,5,NA,NA,bottle,3,oz,vona
553,2019,11,1,Friday,13,30,NA,NA,bottle,3,oz,vona
554,2019,11,1,Friday,9,47,10,2,nap,,,vona
555,2019,11,1,Friday,12,17,13,18,nap,,,vona
556,2019,11,1,Friday,11,0,NA,NA,solids,4,egg_pepper,vona
557,2019,11,1,Friday,14,25,NA,NA,solids,1,egg_pepper,vona
558,2019,11,1,Friday,8,30,NA,NA,caregiver_change,,,ap_vona
559,2019,11,4,Monday,7,16,NA,NA,dry,,,kc
560,2019,11,4,Monday,8,0,NA,NA,wet,,,kc
561,2019,11,4,Monday,8,30,NA,NA,caregiver_change,,,kc_ij
562,2019,11,4,Monday,9,10,NA,NA,wet,,,ij
563,2019,11,4,Monday,10,43,NA,NA,diaper,,,ij
564,2019,11,4,Monday,12,20,NA,NA,bowel,,,ij
565,2019,11,4,Monday,14,31,NA,NA,dry,,,ij
566,2019,11,4,Monday,8,30,NA,NA,bottle,3,oz,ij
567,2019,11,4,Monday,10,50,NA,NA,bottle,3,oz,ij
568,2019,11,4,Monday,13,20,NA,NA,bottle,3,oz,ij
569,2019,11,4,Monday,14,45,NA,NA,bottle,3,oz,ij
570,2019,11,4,Monday,9,20,10,40,nap,,,ij
571,2019,11,5,Tuesday,8,0,NA,NA,wet,,,ap
572,2019,11,5,Tuesday,11,15,NA,NA,wet,,,ap
573,2019,11,5,Tuesday,12,40,NA,NA,bowel,,,jd
574,2019,11,5,Tuesday,13,45,NA,NA,wet,,,kc
575,2019,11,5,Tuesday,15,5,NA,NA,wet,,,kc
576,2019,11,5,Tuesday,9,53,11,7,nap,,,ap
577,2019,11,5,Tuesday,13,57,NA,NA,caregiver_change,,,ap_kc
578,2019,11,5,Tuesday,11,20,NA,NA,solids,3,pepper_bread,ap
579,2019,11,5,Tuesday,14,0,NA,NA,solids,3,noodles_bread,ap
580,2019,11,5,Tuesday,8,20,NA,NA,bottle,3,oz,ap
581,2019,11,5,Tuesday,9,48,NA,NA,bottle,2.5,oz,ap
582,2019,11,5,Tuesday,11,45,NA,NA,bottle,3,oz,ap
583,2019,11,5,Tuesday,13,30,NA,NA,bottle,3,oz,ap
584,2019,11,6,Wednesday,8,0,NA,NA,wet,,,ap
585,2019,11,6,Wednesday,9,55,NA,NA,wet,,,ap
586,2019,11,6,Wednesday,11,25,NA,NA,bowel,,,ap
587,2019,11,6,Wednesday,13,20,NA,NA,wet,,,ap
588,2019,11,6,Wednesday,8,20,NA,NA,bottle,3,oz,ap
589,2019,11,6,Wednesday,10,0,NA,NA,bottle,3.5,oz,ap
590,2019,11,6,Wednesday,11,30,NA,NA,bottle,3,oz,ap
591,2019,11,6,Wednesday,13,45,NA,NA,bottle,3,oz,ap
592,2019,11,6,Wednesday,8,33,9,3,nap,,,ap
593,2019,11,6,Wednesday,10,20,NA,NA,solids,3,cauliflower,ap
594,2019,11,6,Wednesday,10,20,NA,NA,solids,2,noodles,ap
595,2019,11,6,Wednesday,14,15,NA,NA,solids,2,cauliflower_pepper,ap
596,2019,11,7,Thursday,7,35,NA,NA,wet,,,ap
597,2019,11,7,Thursday,9,26,NA,NA,wet,,,ap
598,2019,11,7,Thursday,11,0,NA,NA,bowel,,,ap
599,2019,11,7,Thursday,12,45,NA,NA,bowel,,,melody
600,2019,11,7,Thursday,15,5,NA,NA,wet,,,ap
601,2019,11,7,Thursday,7,55,NA,NA,bottle,2.5,oz,ap
602,2019,11,7,Thursday,9,32,NA,NA,bottle,3,oz,ap
603,2019,11,7,Thursday,11,0,NA,NA,bottle,3,oz,ap
604,2019,11,7,Thursday,11,40,NA,NA,bottle,3,oz,ap
605,2019,11,7,Thursday,13,15,NA,NA,bottle,3,oz,ap
606,2019,11,7,Thursday,9,35,10,11,nap,,,ap
607,2019,11,7,Thursday,13,55,15,0,nap,,,ap
608,2019,11,7,Thursday,10,25,NA,NA,solids,1,pepper_cauliflower,ap
609,2019,11,7,Thursday,13,20,NA,NA,solids,2,noodles,ap
610,2019,11,7,Thursday,12,20,NA,NA,caregiver_change,,,ap_melody
611,2019,11,7,Thursday,12,50,NA,NA,caregiver_change,,,melody_ap
612,2019,11,8,Friday,8,5,NA,NA,wet,,,ap
613,2019,11,8,Friday,9,48,NA,NA,wet,,,vona
614,2019,11,8,Friday,11,45,NA,NA,wet,,,vona
615,2019,11,8,Friday,12,17,NA,NA,bowel,,,vona
616,2019,11,8,Friday,13,45,NA,NA,wet,,,vona
617,2019,11,8,Friday,8,30,NA,NA,caregiver_change,,,ap_vona
618,2019,11,8,Friday,11,13,11,32,nap,,,vona
619,2019,11,8,Friday,8,50,NA,NA,bottle,4,oz,vona
620,2019,11,8,Friday,11,0,NA,NA,bottle,3,oz,vona
621,2019,11,8,Friday,11,45,NA,NA,bottle,3,oz,vona
622,2019,11,8,Friday,3,12,NA,NA,trait_mass,8.48,kg,rainbow
623,2019,11,8,Friday,3,12,NA,NA,trait_length,71.8,cm,rainbow
624,2019,11,10,Sunday,NA,NA,NA,NA,skill_crawl_full,,,jsmkch
625,2019,11,9,Saturday,NA,NA,NA,NA,skill_pullup_regularly,,,jsmkch
626,2019,11,13,Wednesday,9,0,NA,NA,bowel,,,ap
627,2019,11,13,Wednesday,10,45,NA,NA,wet,,,ap
628,2019,11,13,Wednesday,12,50,NA,NA,wet,,,ap
629,2019,11,13,Wednesday,15,0,NA,NA,wet,,,ap
630,2019,11,13,Wednesday,11,30,NA,NA,bottle,3.5,,ap
631,2019,11,13,Wednesday,13,0,NA,NA,bottle,3,,ap
632,2019,11,13,Wednesday,11,45,12,20,nap,,,ap
633,2019,11,13,Wednesday,11,0,NA,NA,solids,3,noodles_squash,ap
634,2019,11,13,Wednesday,14,15,NA,NA,solids,2,squash,ap
635,2019,11,12,Tuesday,7,55,NA,NA,dry,,,ap
636,2019,11,12,Tuesday,8,30,NA,NA,wet,,,ap
637,2019,11,12,Tuesday,10,30,NA,NA,wet,,,ap
638,2019,11,12,Tuesday,13,15,NA,NA,wet,,,ap
639,2019,11,12,Tuesday,13,55,NA,NA,bowel,,,ap
640,2019,11,12,Tuesday,11,5,NA,NA,bottle,3.5,oz,ap
641,2019,11,12,Tuesday,14,30,NA,NA,bottle,4,oz,ap
642,2019,11,12,Tuesday,11,30,13,1,nap,,,ap
643,2019,11,12,Tuesday,10,45,NA,NA,solids,,noodles_zucchini,ap
644,2019,11,12,Tuesday,15,0,NA,NA,wet,,,ap
645,2019,11,14,Thursday,7,35,NA,NA,wet,,,ap
646,2019,11,14,Thursday,8,25,NA,NA,bowel,,,ap
647,2019,11,14,Thursday,11,30,NA,NA,wet,,,jd
648,2019,11,14,Thursday,13,20,NA,NA,bowel,,,ap
649,2019,11,14,Thursday,15,3,NA,NA,wet,,,kc
650,2019,11,14,Thursday,8,20,NA,NA,bottle,1.5,oz,ap
651,2019,11,14,Thursday,11,30,NA,NA,bottle,4,oz,jd
652,2019,11,14,Thursday,14,5,NA,NA,bottle,5,oz,ap
653,2019,11,14,Thursday,12,30,NA,NA,solids,2,noodles_zucchini,ap
654,2019,11,14,Thursday,14,30,NA,NA,solids,5,zucchini,ap
655,2019,11,14,Thursday,9,17,11,25,nap,,,jd
656,2019,11,15,Friday,6,0,NA,NA,amoxicilin,7,mL,jsmkch
657,2019,11,15,Friday,18,0,NA,NA,amoxicilin,7,mL,jsmkch
658,2019,11,14,Thursday,6,0,NA,NA,amoxicilin,7,mL,jsmkch
659,2019,11,14,Thursday,18,0,NA,NA,amoxicilin,7,mL,jsmkch
660,2019,11,13,Wednesday,6,0,NA,NA,amoxicilin,7,mL,jsmkch
661,2019,11,13,Wednesday,18,0,NA,NA,amoxicilin,7,mL,jsmkch
662,2019,11,12,Tuesday,6,0,NA,NA,amoxicilin,7,mL,jsmkch
663,2019,11,12,Tuesday,18,0,NA,NA,amoxicilin,7,mL,jsmkch
664,2019,11,15,Friday,7,0,NA,NA,wet,,,kc
665,2019,11,15,Friday,9,0,NA,NA,wet,,,vona
666,2019,11,15,Friday,11,21,NA,NA,wet,,,vona
667,2019,11,15,Friday,13,16,NA,NA,wet,,,vona
668,2019,11,15,Friday,15,15,NA,NA,wet,,,vona
669,2019,11,15,Friday,8,18,NA,NA,bottle,0,oz,vona
670,2019,11,15,Friday,9,15,NA,NA,bottle,3,oz,vona
671,2019,11,15,Friday,11,15,NA,NA,bottle,4,oz,vona
672,2019,11,15,Friday,13,30,NA,NA,bottle,3,oz,vona
673,2019,11,15,Friday,14,15,NA,NA,bottle,4,oz,vona
674,2019,11,15,Friday,11,30,12,12,nap,,,vona
675,2019,11,15,Friday,11,0,NA,NA,solids,2,zucchini,vona
676,2019,11,15,Friday,14,0,NA,NA,solids,0,zucchini,vona
677,2019,11,15,Friday,8,15,NA,NA,caregiver_change,,,kc_vona
678,2019,11,19,Tuesday,7,40,NA,NA,wet,,,ap
679,2019,11,19,Tuesday,9,45,NA,NA,wet,,,ap
680,2019,11,19,Tuesday,12,20,NA,NA,wet,,,ap
681,2019,11,19,Tuesday,14,15,NA,NA,wet,,,ap
682,2019,11,19,Tuesday,8,40,NA,NA,bottle,1.5,oz,ap
683,2019,11,19,Tuesday,10,30,NA,NA,bottle,4,oz,ap
684,2019,11,19,Tuesday,12,35,NA,NA,bottle,3,oz,ap
685,2019,11,19,Tuesday,14,20,NA,NA,bottle,4,oz,ap
686,2019,11,19,Tuesday,8,0,NA,NA,solids,2,toast_egg,ap
687,2019,11,19,Tuesday,10,15,NA,NA,solids,3,egg,ap
688,2019,11,19,Tuesday,14,0,NA,NA,solids,3,egg,ap
689,2019,11,19,Tuesday,10,45,12,0,nap,,,ap
690,2019,11,18,Monday,6,0,NA,NA,amoxicilin,7,ml,jsmkch
691,2019,11,18,Monday,8,38,NA,NA,wet,,,vona
692,2019,11,18,Monday,10,36,NA,NA,wet,,,vona
693,2019,11,18,Monday,12,38,NA,NA,wet,,,vona
694,2019,11,18,Monday,12,57,NA,NA,bowel,,,vona
695,2019,11,18,Monday,15,0,NA,NA,wet,,,vona
696,2019,11,18,Monday,9,0,NA,NA,bottle,6,oz,vona
697,2019,11,18,Monday,11,30,NA,NA,bottle,3,oz,vona
698,2019,11,18,Monday,13,0,NA,NA,bottle,3,oz,vona
699,2019,11,18,Monday,15,0,NA,NA,bottle,2,oz,vona
700,2019,11,18,Monday,11,0,NA,NA,solids,3,irongoo,vona
701,2019,11,18,Monday,14,25,NA,NA,solids,3,irongoo,vona
702,2019,11,18,Monday,11,30,11,59,nap,,,vona
703,2019,11,18,Monday,13,13,13,58,nap,,,vona
704,2019,11,21,Thursday,8,40,8,47,bottle,3.1,oz,jsm
705,2019,11,21,Thursday,7,15,NA,NA,solids,1,sausage,jsm
706,2019,11,21,Thursday,10,15,11,45,nap,,,jsm
707,2019,11,21,Thursday,11,40,NA,NA,trait_mass,8.79,kg,rainbow
708,2019,11,21,Thursday,11,40,NA,NA,trait_length,73,cm,rainbow
709,2019,11,20,Wednesday,7,30,NA,NA,wet,,,ap
710,2019,11,20,Wednesday,9,15,NA,NA,bowel,,,ap
711,2019,11,20,Wednesday,12,5,NA,NA,wet,,,ap
712,2019,11,20,Wednesday,13,30,NA,NA,bowel,,,ap
713,2019,11,20,Wednesday,15,0,NA,NA,dry,,,ap
714,2019,11,20,Wednesday,8,30,NA,NA,solids,3.5,,ap
715,2019,11,20,Wednesday,10,30,NA,NA,solids,2,,ap
716,2019,11,20,Wednesday,12,20,NA,NA,solids,5,,ap
717,2019,11,20,Wednesday,14,50,NA,NA,solids,4,,ap
718,2019,11,20,Wednesday,8,10,NA,NA,solids,3,egg,ap
719,2019,11,20,Wednesday,10,15,NA,NA,solids,3,irongoo,ap
720,2019,11,20,Wednesday,13,45,NA,NA,solids,2,irongoo,ap
721,2019,11,20,Wednesday,10,47,12,2,nap,,,ap
722,2019,12,5,Thursday,7,45,NA,NA,wet,,,ap
723,2019,12,5,Thursday,9,20,NA,NA,wet,,,ap
724,2019,12,5,Thursday,12,15,NA,NA,wet,,,jd
725,2019,12,5,Thursday,14,25,NA,NA,wet,,,ap
726,2019,12,5,Thursday,8,5,NA,NA,bottle,3,oz,ap
727,2019,12,5,Thursday,9,45,NA,NA,bottle,3.5,oz,ap
728,2019,12,5,Thursday,12,20,NA,NA,bottle,3.5,oz,ap
729,2019,12,5,Thursday,14,30,NA,NA,bottle,2,oz,ap
730,2019,12,5,Thursday,10,45,12,10,nap,,,ap
731,2019,12,5,Thursday,8,0,NA,NA,solids,2,irongoo,ap
732,2019,12,5,Thursday,10,20,NA,NA,solids,3,irongoo,ap
733,2019,12,5,Thursday,14,10,NA,NA,solids,3,irongoo,ap
734,2019,12,4,Wednesday,8,10,NA,NA,wet,,,ap
735,2019,12,4,Wednesday,9,35,NA,NA,bowel,,,ap
736,2019,12,4,Wednesday,11,15,NA,NA,wet,,,ap
737,2019,12,4,Wednesday,12,45,NA,NA,wet,,,ap
738,2019,12,4,Wednesday,14,40,NA,NA,wet,,,ap
739,2019,12,4,Wednesday,8,30,NA,NA,bottle,4,oz,ap
740,2019,12,4,Wednesday,10,0,NA,NA,bottle,3,oz,ap
741,2019,12,4,Wednesday,11,20,NA,NA,bottle,2,oz,ap
742,2019,12,4,Wednesday,12,50,NA,NA,bottle,1.5,oz,ap
743,2019,12,4,Wednesday,8,0,NA,NA,solids,3,irongoo,ap
744,2019,12,4,Wednesday,11,0,NA,NA,solids,3,irongoo,ap
745,2019,12,4,Wednesday,14,10,NA,NA,solids,2,irongoo,ap
746,2019,12,4,Wednesday,12,0,12,40,nap,,,ap
747,2019,12,4,Wednesday,14,30,NA,NA,bottle,3,oz,ap
748,2019,12,3,Tuesday,8,50,NA,NA,dry,,,kc
749,2019,12,3,Tuesday,9,30,NA,NA,wet,,,kc
750,2019,12,3,Tuesday,11,30,NA,NA,dry,,,kc
751,2019,12,3,Tuesday,13,20,NA,NA,wet,,,kc
752,2019,12,3,Tuesday,15,7,NA,NA,bowel,,,kc
753,2019,12,3,Tuesday,9,0,NA,NA,bottle,3,oz,kc
754,2019,12,3,Tuesday,11,0,NA,NA,bottle,3,oz,kc
755,2019,12,3,Tuesday,13,24,NA,NA,bottle,3,oz,kc
756,2019,12,3,Tuesday,14,35,NA,NA,bottle,3,oz,kc
757,2019,12,3,Tuesday,13,50,14,30,nap,,,kc
758,2019,12,3,Tuesday,10,45,NA,NA,solids,3,irongoo,kc
759,2019,12,3,Tuesday,14,35,NA,NA,solids,3,irongoo,kc
760,2019,12,3,Tuesday,7,13,NA,NA,trait_tooth_incisor_upper_right,,,jsmkch
761,2019,12,7,Saturday,12,55,NA,NA,trait_tooth_incisor_upper_left,,,jsmkch
762,2019,12,10,Tuesday,8,0,NA,NA,wet,,,ap
763,2019,12,10,Tuesday,9,50,NA,NA,wet,,,ap
764,2019,12,10,Tuesday,11,30,NA,NA,wet,,,ap
765,2019,12,10,Tuesday,13,45,NA,NA,wet,,,ap
766,2019,12,10,Tuesday,15,20,NA,NA,bowel,,,ap
767,2019,12,10,Tuesday,9,25,NA,NA,bottle,4,oz,ap
768,2019,12,10,Tuesday,11,15,NA,NA,bottle,4,oz,ap
769,2019,12,10,Tuesday,14,40,NA,NA,bottle,3,oz,ap
770,2019,12,10,Tuesday,10,10,11,0,nap,,,ap
771,2019,12,10,Tuesday,8,20,NA,NA,solids,3,biscuit_gravy_orange,ap
772,2019,12,10,Tuesday,11,20,NA,NA,solids,3,greenbeans,ap
773,2019,12,10,Tuesday,14,20,NA,NA,solids,2,graham_crackers,ap
774,2019,12,12,Thursday,7,40,NA,NA,wet,,,ap
775,2019,12,12,Thursday,9,50,NA,NA,wet,,,ap
776,2019,12,12,Thursday,11,30,NA,NA,wet,,,ap
777,2019,12,12,Thursday,13,20,NA,NA,wet,,,ap
778,2019,12,12,Thursday,15,0,NA,NA,wet,,,kc
779,2019,12,12,Thursday,9,55,NA,NA,bottle,2,oz,ap
780,2019,12,12,Thursday,10,25,NA,NA,bottle,3,oz,ap
781,2019,12,12,Thursday,13,10,NA,NA,bottle,1,oz,ap
782,2019,12,12,Thursday,14,57,NA,NA,bottle,3,oz,ap
783,2019,12,12,Thursday,10,30,11,20,nap,,,ap
784,2019,12,12,Thursday,8,15,NA,NA,solids,3,banana_toast,ap
785,2019,12,12,Thursday,12,15,NA,NA,solids,2,turkey_cheese_applesauce,ap
786,2019,12,12,Thursday,14,0,NA,NA,solids,3,crackers_cheese,ap
787,2019,12,9,Monday,7,45,NA,NA,wet,,,ap
788,2019,12,9,Monday,9,30,NA,NA,wet,,,ap
789,2019,12,9,Monday,12,20,NA,NA,wet,,,vona
790,2019,12,9,Monday,14,20,NA,NA,wet,,,ap
791,2019,12,9,Monday,11,5,12,12,nap,,,vona
792,2019,12,9,Monday,9,55,NA,NA,bottle,4,oz,ap
793,2019,12,9,Monday,10,45,NA,NA,bottle,4,oz,ap
794,2019,12,9,Monday,13,0,NA,NA,bottle,2,oz,ap
795,2019,12,9,Monday,14,25,NA,NA,bottle,0,oz,ap
796,2019,12,9,Monday,8,0,NA,NA,solids,4,waffle,ap
797,2019,12,9,Monday,10,30,NA,NA,solids,4,irongoo,ap
798,2019,12,9,Monday,14,10,NA,NA,solids,1,apple,ap
799,2019,12,17,Tuesday,7,30,NA,NA,wet,,,ap
800,2019,12,17,Tuesday,9,15,NA,NA,wet,,,ap
801,2019,12,17,Tuesday,12,23,NA,NA,wet,,,ap
802,2019,12,17,Tuesday,14,15,NA,NA,dry,,,ap
803,2019,12,17,Tuesday,10,40,NA,NA,bottle,3,oz,ap
804,2019,12,17,Tuesday,13,45,NA,NA,bottle,4,oz,ap
